LINK_MODEL_BASED::PROCESSED::Left Knee Angles_filtered
File	Frame	X 	Y 	Z 
 - 	404	69.216644	3.814425	-6.038838
 - 	405	63.291260	2.990192	-7.108221
 - 	406	56.830643	1.980498	-7.869985
 - 	407	49.922478	0.978949	-8.091649
 - 	408	42.691391	0.235064	-7.708461
 - 	409	35.352295	-0.148920	-6.909693
 - 	410	28.230911	-0.257163	-6.029745
 - 	411	21.760494	-0.200082	-5.365153
 - 	412	16.456654	0.016143	-5.125121
 - 	413	12.823658	0.437061	-5.429006
 - 	414	11.178856	1.027809	-6.120291
 - 	415	11.485284	1.632886	-6.635781
 - 	416	13.326933	2.073427	-6.394262
 - 	417	16.102512	2.300246	-5.417783
 - 	418	19.361389	2.468371	-4.350994
 - 	419	23.012997	2.857818	-3.815798
 - 	420	27.165556	3.691099	-3.919311
 - 	421	31.728117	4.939932	-4.319726
 - 	422	36.207035	6.220005	-4.482852
 - 	423	39.902447	6.945150	-3.908289
 - 	424	42.273331	6.786492	-2.477325
 - 	425	43.153896	6.050066	-0.744747
 - 	426	42.737976	5.469953	0.351188
 - 	427	41.420845	5.530436	0.318423
 - 	428	39.596989	6.049483	-0.405735
 - 	429	37.496151	6.472713	-0.954111
 - 	430	35.148209	6.472651	-0.948604
 - 	431	32.505573	6.162548	-0.774417
 - 	432	29.603260	5.823234	-1.019547
 - 	433	26.598040	5.593776	-1.837672
 - 	434	23.683788	5.432198	-2.851738
 - 	435	21.006378	5.246428	-3.516230
 - 	436	18.661406	4.986450	-3.513064
 - 	437	16.759304	4.634376	-2.888251
 - 	438	15.475611	4.165780	-1.959557
 - 	439	15.020148	3.550999	-1.158872
 - 	440	15.559752	2.786849	-0.845556
 - 	441	17.176462	1.936089	-1.159186
 - 	442	19.877502	1.158514	-2.066425
 - 	443	23.616421	0.671652	-3.477946
 - 	444	28.288830	0.620986	-5.202577
 - 	445	33.700584	0.986806	-6.891726
 - 	446	39.558876	1.638418	-8.179244
 - 	447	45.538239	2.434163	-8.832823
 - 	448	51.381393	3.227115	-8.754461
 - 	449	56.939266	3.857477	-7.992994
 - 	450	62.138428	4.252120	-6.835751
 - 	451	66.955856	4.499951	-5.742417
 - 	452	71.425476	4.737491	-5.022513
 - 	453	75.606224	4.976536	-4.580096
 - 	454	79.483551	5.110277	-4.068785
 - 	455	82.889175	5.080957	-3.306936
 - 	456	85.533844	4.985932	-2.464395
 - 	457	87.141037	4.990233	-1.841802
 - 	458	87.570496	5.147564	-1.585599
 - 	459	86.838257	5.332286	-1.679166
 - 	460	85.049637	5.346802	-2.099419
 - 	461	82.327759	5.076058	-2.847880
 - 	462	78.781738	4.546397	-3.857946
 - 	463	74.498055	3.870609	-4.988208
 - 	464	69.535408	3.148094	-6.117137
 - 	465	63.930519	2.405713	-7.161141
 - 	466	57.722240	1.635355	-7.982322
 - 	467	50.980293	0.886340	-8.360346
 - 	468	43.828766	0.287006	-8.139162
 - 	469	36.471909	-0.051825	-7.417165
 - 	470	29.220213	-0.130489	-6.546456
 - 	471	22.498045	-0.025744	-5.915686
 - 	472	16.813681	0.215452	-5.763222
 - 	473	12.672534	0.605952	-6.152026
 - 	474	10.432966	1.145051	-6.921801
 - 	475	10.162761	1.742357	-7.588112
 - 	476	11.594479	2.230575	-7.536387
 - 	477	14.248569	2.486062	-6.571666
 - 	478	17.691549	2.588309	-5.232049
 - 	479	21.742867	2.859229	-4.391883
 - 	480	26.403692	3.655513	-4.502368
 - 	481	31.534178	5.008742	-5.194916
 - 	482	36.618282	6.432858	-5.551839
 - 	483	40.888332	7.185766	-4.796719
 - 	484	43.698544	6.894855	-2.923519
 - 	485	44.821728	5.983860	-0.809025
 - 	486	44.480453	5.356355	0.389025
 - 	487	43.157516	5.551990	0.189470
 - 	488	41.329056	6.279348	-0.770368
 - 	489	39.258644	6.829197	-1.371096
 - 	490	36.963806	6.814806	-1.125605
 - 	491	34.363380	6.400928	-0.548766
 - 	492	31.455025	5.953218	-0.468142
 - 	493	28.363293	5.669963	-1.185760
 - 	494	25.267513	5.530308	-2.323914
 - 	495	22.324734	5.423992	-3.252062
 - 	496	19.656958	5.254530	-3.548377
 - 	497	17.390594	4.969809	-3.183720
 - 	498	15.691279	4.556288	-2.448998
 - 	499	14.747534	4.017175	-1.756202
 - 	500	14.722763	3.338297	-1.397802
 - 	501	15.732730	2.485371	-1.403606
 - 	502	17.854303	1.491346	-1.668556
 - 	503	21.113834	0.564971	-2.210004
 - 	504	25.434052	0.037144	-3.170155
 - 	505	30.596897	0.118720	-4.538440
 - 	506	36.284595	0.722496	-5.994503
 - 	507	42.170494	1.567252	-7.092423
 - 	508	47.985992	2.420931	-7.550757
 - 	509	53.546822	3.191421	-7.361139
 - 	510	58.758675	3.855621	-6.739367
 - 	511	63.605618	4.413057	-6.032921
 - 	512	68.125298	4.876928	-5.535562
 - 	513	72.371681	5.218681	-5.253786
 - 	514	76.348740	5.345623	-4.911360
 - 	515	79.936539	5.207587	-4.281101
 - 	516	82.887070	4.913105	-3.475755
 - 	517	84.923637	4.680521	-2.844089
 - 	518	85.865616	4.661168	-2.619504
 - 	519	85.674515	4.824206	-2.741552
 - 	520	84.414520	5.002585	-2.998165
 - 	521	82.193771	5.032774	-3.265089
 - 	522	79.119019	4.858004	-3.590107
 - 	523	75.256203	4.526276	-4.093123
 - 	524	70.618073	4.115671	-4.826729
 - 	525	65.209381	3.652754	-5.716850
 - 	526	59.096333	3.083985	-6.569210
 - 	527	52.425350	2.361221	-7.114382
 - 	528	45.383896	1.577981	-7.137750
 - 	529	38.178638	0.946545	-6.652967
 - 	530	31.068501	0.604809	-5.961020
 - 	531	24.401403	0.532128	-5.526373
 - 	532	18.610538	0.669074	-5.729787
 - 	533	14.168591	1.008554	-6.622901
 - 	534	11.480803	1.533526	-7.840852
 - 	535	10.715411	2.134660	-8.733987
 - 	536	11.676766	2.631963	-8.687690
 - 	537	13.877212	2.888905	-7.541564
 - 	538	16.828960	2.942617	-5.806005
 - 	539	20.334892	3.055513	-4.373231
 - 	540	24.477745	3.602131	-3.907940
 - 	541	29.274704	4.787961	-4.418486
 - 	542	34.342476	6.361872	-5.260946
 - 	543	38.939724	7.615876	-5.513912
 - 	544	42.348907	7.847072	-4.563393
 - 	545	44.217827	6.998720	-2.608270
 - 	546	44.600876	5.820580	-0.639870
 - 	547	43.786156	5.246309	0.291710
 - 	548	42.116714	5.574083	-0.031634
 - 	549	39.890121	6.318845	-0.880449
 - 	550	37.317562	6.819819	-1.421289
 - 	551	34.531376	6.845469	-1.552604
 - 	552	31.633442	6.595275	-1.780932
 - 	553	28.736084	6.306242	-2.448186
 - 	554	25.954050	6.020175	-3.332424
 - 	555	23.371847	5.673631	-3.935084
 - 	556	21.041616	5.250281	-3.936051
 - 	557	19.033905	4.785983	-3.370886
 - 	558	17.503748	4.283301	-2.532465
 - 	559	16.691223	3.684237	-1.783262
 - 	560	16.827507	2.938481	-1.406237
 - 	561	18.038403	2.084925	-1.540731
 - 	562	20.338030	1.268852	-2.216331
 - 	563	23.673973	0.688855	-3.409800
 - 	564	27.942015	0.506315	-4.999802
 - 	565	32.971474	0.768696	-6.680252
 - 	566	38.526730	1.396506	-8.023239
 - 	567	44.333504	2.230304	-8.683928
 - 	568	50.113369	3.098962	-8.560998
 - 	569	55.626907	3.891021	-7.819755
 - 	570	60.728203	4.594557	-6.814183
 - 	571	65.403778	5.240334	-5.927456
 - 	572	69.751953	5.777129	-5.343909
 - 	573	73.884041	6.040074	-4.917812
 - 	574	77.791458	5.898919	-4.347686
 - 	575	81.278358	5.436025	-3.533299
 - 	576	84.029808	4.932432	-2.707074
 - 	577	85.769394	4.654197	-2.196235
 - 	578	86.375946	4.652828	-2.122564
 - 	579	85.875671	4.763390	-2.352401
 - 	580	84.355896	4.774677	-2.678262
 - 	581	81.904655	4.591974	-3.012939
 - 	582	78.600555	4.258624	-3.421700
 - 	583	74.505096	3.868183	-4.003438
 - 	584	69.653923	3.471565	-4.783764
 - 	585	64.081734	3.036131	-5.702018
 - 	586	57.863178	2.483214	-6.614168
 - 	587	51.127705	1.799399	-7.295167
 - 	588	44.053501	1.117434	-7.541456
 - 	589	36.866634	0.641966	-7.351721
 - 	590	29.848501	0.476439	-6.988747
 - 	591	23.347006	0.561687	-6.828006
 - 	592	17.780571	0.792473	-7.142874
 - 	593	13.597100	1.129402	-7.967061
 - 	594	11.159697	1.562334	-9.002702
 - 	595	10.602820	2.028220	-9.647873
 - 	596	11.770279	2.437099	-9.361443
 - 	597	14.328856	2.775534	-8.169249
 - 	598	17.995949	3.152234	-6.694960
 - 	599	22.636055	3.736368	-5.611545
 - 	600	28.071276	4.631600	-5.140613
 - 	601	33.816414	5.735176	-5.008966
 - 	602	39.092110	6.678165	-4.689382
 - 	603	43.148609	7.019890	-3.748612
 - 	604	45.592724	6.671747	-2.234998
 - 	605	46.474899	6.095298	-0.779675
 - 	606	46.164223	5.894463	-0.117412
 - 	607	45.128765	6.213539	-0.418337
 - 	608	43.698723	6.699348	-1.190637
 - 	609	41.948151	6.989517	-1.825595
 - 	610	39.814453	7.014524	-2.085300
 - 	611	37.312088	6.877247	-2.106765
 - 	612	34.578800	6.675625	-2.165889
 - 	613	31.758705	6.460099	-2.477398
 - 	614	28.929146	6.232107	-3.051954
 - 	615	26.142021	5.947862	-3.655231
 - 	616	23.487026	5.543036	-3.939219
 - 	617	21.101475	4.975860	-3.674366
 - 	618	19.135170	4.288269	-2.929797
 - 	619	17.728870	3.609699	-2.041979
 - 	620	17.037039	3.037729	-1.344118
 - 	621	17.238483	2.539099	-0.963517
 - 	622	18.485138	2.031651	-0.963846
